prod_name,rating,user_review
Sip Of Sunshine,4.1,"Bright light orange in the glass, smell of citrus and slight hop resin. Taste same as smell. Overall a really good ipa, not sure it really lives up to the 100 score given here, but nonetheless very good."
Sip Of Sunshine,4.17,"16 ounce can poured into a Duvel tulip glass. Canned June 30, 2022, so really fresh. I'm excited to try this one.

L---Cloudy, but not impenetrable. Orangey amber color. Medium sized fizzy white head faded slowly and left good lacing.

S---Sweet & fruity. Orange, pineapple, mango. Floral notes.

T---Follows the nose, but not as strong. Floral & fruity flavors abound.

F---Dry & crisp. Kind of red wine like.

O---An excellent one. If I knew how good it is, I would've bought more than one."
Sip Of Sunshine,4.57,"This is a marvelous DIPA!!!! As good as any I have tried. Poured from a 16 oz can into a pint glass this beer featured a medium sized bubbly white head that fades pretty quickly and plenty of lacing on the glass. Beautiful, almost clear, orange/light copper color. Aroma and taste are wonderful. Like Heady Topper, the aroma bursts out the second you open the can - mostly floral hops and some tropical fruit. The taste features floral hops as well but there is more piney hops than the nose would indicate. There is some balance with rye or sourdough bready malt but hops rule here. There is a strong and welcome bitterness to this beer - more complex than a simple hop bomb - but bitter enough to satisfy any hophead. Mouthfeel is bitter, crisp and features a richness associated with the malt. Easily one of the best beers I have ever experienced."
Sip Of Sunshine,4.8,"I will just say this was fantastic, and lived up to the hype—and then some. This certainly Lives up to its name. Delicious. Just an utterly delightful beer to enjoy. Send me more."
Sip Of Sunshine,4.34,"very floral, definitely need to try a fresher can. Edit: drank 2 weeks fresh and the floral and piney hops shine with a beautiful and sticky-sweet harmony (compared to a 5 month-old can), only to be reined in by caramel and bready malts. Lingering aftertaste. 93/100."
Sip Of Sunshine,4.58,Sip of sunshine is a very consistent and very good double IPA. It drinks almost like a session IPA so smooth and mellow. You can have all your fancy smancy IPAs but this is consistently a great IPA
Sip Of Sunshine,4.93,"My last Sip of Sunshine I brought back from Smuggler's Notch. Such a tremendous IPA! Has a wonderful aroma of hops and tropical fruit. Taste is tropical, fruity, & lupulin hoppiness. This is a top level brew that should be sold & enjoyed in Florida. LOL! I wish."
Sip Of Sunshine,4.31,"Poured from a can at fridge temp. Pours a gorgeous transparent orange with plenty of white head. Tons of lacing after the head recedes. Tiny bubbles throughout the glass that persist. Looks fantastic!

The nose is incredible. Oranges, apple pie, mango, pineapple, grass, a touch of honey, and a really nice hoppy layer at the end. This is definitely a wonderful tropical fruit nose. Juicy.

The taste nicely follows the nose. Tropical fruit is definitely there on impact, but nothing like the nose. The middle region and aftertaste are clearly bitter hops. Dank. Citrus peel. Leather, sourdough bread, and a strong earthy note.

Mouthfeel is dry and crisp. Love it."
Sip Of Sunshine,4.5,"Rich, golden amber body; nice carbonation; thick head, dense, white, semi-creamy. Enticing aroma; soft earthy, fruity sweetness; orange and mango; light malt presence in the background. Outstanding citrus-forward flavors with a strong overarching hop bitterness; juicy orange and grapefruit; mild biscuit and cereal grain backbone; slight alcohol presence; balanced. Medium-heavy body; crisp and prickly; alcohol dryness.

A very nice, lively India pale ale.

Pouring temperature: 44 °F; canning data: 22FEB22"
Sip Of Sunshine,4.25,"Looks golden with an orange tint. Smells of tropical and citrus. Taste some hops with citrus and fruit notes, I cant point out specifically. Overall I love this beer, it goes down smooth"
Don De Dieu,4.75,"Oh how I love this kind of beer ! The spices, the fruitiness, the creaminess all work so good together. High alcohol but it doesn't really come through. I like pretty much all Unibroue, taste from home !"
Don De Dieu,3.77,"Don De Dieu from Unibroue. Purchased in a mixed six-pack from Franklin Beer Company, Franklin, PA, 27/08/22 for $ 15.00 (Including tax)/six-pack of 12 oz bottles ($ 0.208/oz) with twist-off caps. On room-temperature shelf at store and stored at 37 degrees at home. Reviewed 31/08/22. Note that I use DD/MM/YY protocol.
Stamped “BF 01-14-24” in yellow ink on the rear shoulder. Served at 46.5 degrees in a hand washed and dried Jester King Snifter. Final temperature 60.4 degrees.
Appearance – 3.75.
First pour – Pale Gold (SRM 4), cloudy. Bottle refermented.
Body – Gold (SRM 5), opaque. Under direct light, same – just looks dirty. When rear-lite, pale gold (SRM 4) and translucent.
Head – Average (Maximum 2.3 cm, aggressive center pour), white, high density and fizzy but settling into a creamy 1.0 to 1.5 cm layer heavily fed by effervescence.
Lacing – Good. A creamy three-dimensional ring of microscopic to tiny bubbles grace the area just above the head, forming an old, weathered mountain range reminiscent of the Appalachians.
Aroma – 3.5 – Weak fruitiness. Spices not found. No malt, no hops, no yeast.
Flavor – 4 – Begins slightly sweet with caramel maltiness, some blended spices, definite clove and weak cinnamon, no hops, no yeast. No ethanol 9 % ABV as marked on label) aroma or taste. Moderate lower gastric warming slowly evolves. No dimethylsulfide or diacetyl.
Palate – 3.5 – Medium, watery edging into the area of creamy, soft but lively carbonation.
Final impression and summation: 3.75 My only previous encounter with this brew was in 2005, well before joining BA, and so had no review. I’m not a big fan of Tripels in general but this one isn’t bad. Despite the dirty appearance (bottle conditioned wheat beer) and the weak, muddled aroma, the flavor is not bad, and the creamy head is beautiful."
Don De Dieu,3.63,"Golden straw, cloudy, large head dissipates quickly but remains for a long time, minor lacing. Smells like a new world chardonnay with some pleasant sweetness. Alcohol present in taste, flavors of bread and grape with minor sweetness and hint of spice. Feel is quite nice and light. Less easy going than -but very similar to- the Blanche de Chambly."
Don De Dieu,3.98,"Appearance: Pours a mostly clear, medium orange color with a massive white head. SRM of 9. (4.25)

Aroma: Mild to moderate aromas of sweet pale malts and cereal, bread, Belgian spices including sour citrus and juicyfruit, some coriander.

Flavor: Strong flavors upfront of orange citrus, juicyfruit, sweet orange and lemon notes. Behind that there's Belgian spices of citrus, flower, coriander, and juicyfruit. Then a sweet grain, banana, and bread malt and yeast flavor that mixes with a strong Belgian spiciness. A moderate, balanced finish.

Feel: Medium-bodied. Strong carbonation. A full-body and full mouthfeel. Slightly sweet as expected.

Overall: A well-done Belgian Tripel thatslightly leans toward a Wheat ale. Nice sweet grains and banana mix with the Belgian spiciness. Clean and dry enough, but also a decently sweet grain malt for a Tripel. Yeasty, full-bodied, and dynamic as expected. Slightly more grainy with wheat and spice than others. Preferrable though, rather than overly sweet. Drinks very nicely. (Rating: 3.98+)"
Don De Dieu,4.25,"12 oz bottle, vintage 2021, poured into a weizen glass at 48 degrees F:
L - golden and murky with a foamy white head
S - coriander, banana, clove, grass
T - heavy on the coriander and banana, definitely a wheat beer
F - lots of carbonation, light and crisp
O - good representation of the style"
Don De Dieu,4,"""Best by 4/22/24""; drank 5/8/22 @ the Yarchives.

Murky dull orange/yellow appearance.

An even pour yielded a nice off-white head; frothy tree-rung lace.

Lemon, orange peel, coriander & clove notes in the nose.

Medium mouthfeel.

Lemon, clove, orange peel & coriander flavor.

Fruity & clove forward; a good beer."
Don De Dieu,4.35,"Aspirated some yeast back in, pouring an opaque deep ambered gold. Two fingers of dense head, slowly receding into a spotty cap.

Lovely aromas, peppery spices, allspice, white pepper, hits of cloves and cinnamon. Nice notes of yeasty esters, slightly doughy malts, caramel and toffee. Plenty of nice fruits as well, fresh oranges, bananas, pears.

Taste follows the nose in every sensation, what a great teaser and follow up. The doughy, caramel malts are dense, bready, and delicious. Balanced by some delicious fruits, palpable bananas and crisp, clovey spices and citrus. Delicious wheat, delicious spices, what a wonderful Tripel.

Medium-ish body, moderate carbonation, tiny bubbles that really let the flavours lie on the tongue. Long pleasant finish that is malty, caramel like and sweet, with the spices and wheat dancing on your tongue.

I’ll be honest — I like this more than La Fin du Monde. And a lot of their other beers. Maybe it’s because it’s more trappist inspired and that’s my jam, but this is really, really good. I’ll revisit their other beers periodically (as anyone in Canada will, Unibroue is just our go to for top tier beer) but Don de Dieu is phenomenal!"
